country,HDI.1975,HDI.1976,HDI.1977,HDI.1978,HDI.1979,HDI.1980,HDI.1981,HDI.1982,HDI.1983,HDI.1984,HDI.1985,HDI.1986,HDI.1987,HDI.1988,HDI.1989,HDI.1990,HDI.1991,HDI.1992,HDI.1993,HDI.1994,HDI.1995,HDI.1996,HDI.1997,HDI.1998,HDI.1999,HDI.2000,HDI.2001,HDI.2002,HDI.2003,HDI.2004,HDI.2005,TFR.1975,TFR.1976,TFR.1977,TFR.1978,TFR.1979,TFR.1980,TFR.1981,TFR.1982,TFR.1983,TFR.1984,TFR.1985,TFR.1986,TFR.1987,TFR.1988,TFR.1989,TFR.1990,TFR.1991,TFR.1992,TFR.1993,TFR.1994,TFR.1995,TFR.1996,TFR.1997,TFR.1998,TFR.1999,TFR.2000,TFR.2001,TFR.2002,TFR.2003,TFR.2004,TFR.2005,aTFR.1975,aTFR.1976,aTFR.1977,aTFR.1978,aTFR.1979,aTFR.1980,aTFR.1981,aTFR.1982,aTFR.1983,aTFR.1984,aTFR.1985,aTFR.1986,aTFR.1987,aTFR.1988,aTFR.1989,aTFR.1990,aTFR.1991,aTFR.1992,aTFR.1993,aTFR.1994,aTFR.1995,aTFR.1996,aTFR.1997,aTFR.1998,aTFR.1999,aTFR.2000,aTFR.2001,aTFR.2002,aTFR.2003,aTFR.2004,aTFR.2005,dmeanage1.1975,dmeanage1.1976,dmeanage1.1977,dmeanage1.1978,dmeanage1.1979,dmeanage1.1980,dmeanage1.1981,dmeanage1.1982,dmeanage1.1983,dmeanage1.1984,dmeanage1.1985,dmeanage1.1986,dmeanage1.1987,dmeanage1.1988,dmeanage1.1989,dmeanage1.1990,dmeanage1.1991,dmeanage1.1992,dmeanage1.1993,dmeanage1.1994,dmeanage1.1995,dmeanage1.1996,dmeanage1.1997,dmeanage1.1998,dmeanage1.1999,dmeanage1.2000,dmeanage1.2001,dmeanage1.2002,dmeanage1.2003,dmeanage1.2004,dmeanage1.2005
Slovenia,,,,,,,,,,,,,,,,0.842945446,0.83821494,0.836924259,0.841000441,0.845959747,0.850166891,0.859659015,0.86602405,0.870472902,0.87619347,0.885136242,0.893656184,0.900806822,0.905462128,0.90704494,0.91254047,2.2,2.2,2.2,2.16,2.12,2.08,2.04,2,1.875,1.75,1.72,1.69,1.71,1.66,1.52,1.46,1.42,1.34,1.34,1.32,1.29,1.28,1.25,1.23,1.21,1.26,1.21,1.21,1.2,1.25,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,0.679414364,0.679450167,0.678226849,0.680928641,0.683998261,0.68849053,0.692265437,0.692879428,0.69319431,0.697295374,0.697950304,0.699311061,0.701856927,0.705595895,0.708447332,0.709915232,0.710976871,0.712606888,0.704209809,0.696887419,0.689487091,0.682690705,0.674966793,0.65780307,0.641613917,0.634987218,0.632056977,0.630521576,0.626981888,0.6247866,0.643736436,5.09,5.09,5.09,4.912,4.734,4.556,4.378,4.2,4.06,3.92,3.78,3.64,3.5,3.44,3.38,3.32,3.26,3.2,3.16,3.12,3.08,3.04,3,2.965,2.93,2.895,2.86,2.84,2.82,2.8,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,0.845427455,0.848378063,0.851991716,0.853083763,0.855516396,0.859263785,0.859660108,0.863416895,0.862882015,0.865791025,0.866672738,0.869687681,0.873770067,0.876522095,0.879404134,0.881504367,0.883498213,0.88729751,0.888337138,0.892500014,0.895354127,0.89835775,0.904038814,0.907761563,0.911060775,0.91699148,0.919949081,0.922519539,0.926787478,0.932379633,0.937752455,2.788,2.786,2.649,2.524,2.341,2.217,2.031,1.936,1.792,1.72,1.63,1.6,1.47,1.42,1.36,1.33,1.31,1.32,1.27,1.2,1.18,1.15,1.15,1.16,1.2,1.24,1.26,1.27,1.3,1.33,1.33,2.788,2.786,2.649,2.524,2.341,2.217,2.223197319,2.157635486,2.138026789,2.061533793,1.87950237,1.856540554,1.818196586,1.770867483,1.799090492,1.786942859,1.836970877,1.7965515,1.72667427,1.636017774,1.494398198,1.490303577,1.514055174,1.398738077,1.374885973,1.344090695,1.324863431,1.353082049,1.383222574,1.394953719,1.376891163,0,-0.14,-0.07,-0.05,-0.03,0.19,0.19,0.18,0.1,0.14,0.17,0.11,0.22,0.12,0.31,0.25,0.34,0.35,0.31,0.32,0.27,0.06,0.24,0.18,0.1,0.1,0.03,0.07,0.06,0.05,0.04
Sri Lanka,0.64848409,0.649418006,0.65128053,0.656305195,0.666956994,0.666649038,0.67168355,0.67619397,0.680013269,0.684119794,0.687998485,0.691381654,0.693498016,0.695360412,0.697138883,0.701225039,0.704181857,0.707565114,0.712447401,0.716579823,0.72066995,0.724002828,0.728626524,0.731712155,0.734411294,0.737885503,0.739998796,0.742499128,0.745709934,0.748501253,0.752683158,3.4,3.575,3.75,3.68,3.61,3.54,3.47,3.4,3.27,3.14,3.01,2.88,2.75,2.68,2.61,2.54,2.47,2.4,2.3,2.25,2.2,2.15,2.1,2.033333333,1.966666667,1.9,1.935,1.97,1.97,1.94,1.913333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,0.425344023,0.432194465,0.43382549,0.431197054,0.429074961,0.430625545,0.435283216,0.439151508,0.440196943,0.437369586,0.43395651,0.437263091,0.445176883,0.445787744,0.45133926,0.448943346,0.45363774,0.458342936,0.462210836,0.464145702,0.468778217,0.473380504,0.478209501,0.481983182,0.485750634,0.48920044,0.495363029,0.499163956,0.503302569,0.507524619,0.511033132,6.52,6.52,6.52,6.4746,6.4292,6.3838,6.3384,6.293,6.2,6.107,6.014,5.921,5.828,5.7366,5.6452,5.5538,5.4624,5.371,5.2804,5.1898,5.0992,5.0086,4.918,4.8234,4.7288,4.6342,4.5396,4.445,4.346,4.247,4.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,0.717291058,0.718933354,0.723754201,0.73028373,0.728036811,0.725615461,0.731195076,0.728989102,0.726599173,0.724829508,0.724368257,0.72320548,0.714175507,0.720304675,0.726104934,0.72613346,0.727697287,0.728809644,0.725843761,0.728819127,0.730569834,0.732346197,0.736467912,0.738533683,0.739271557,0.740500484,0.74428762,0.74631607,0.750212774,0.757826195,0.764065626,4.203,4.203,4.203,4.1024,4.0018,3.9012,3.8006,3.7,3.56,3.42,3.28,3.14,3,2.92,2.84,2.76,2.68,2.6,2.64,2.68,2.72,2.76,2.8,2.7604,2.7208,2.6812,2.6416,2.602,2.5708,2.5396,2.5084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,0.531243519,0.528290343,0.527073392,0.528972845,0.531848874,0.53956386,0.541036269,0.54253338,0.544755785,0.549197765,0.552316251,0.559812857,0.570423986,0.577020982,0.584871918,0.592432234,0.596860705,0.600979024,0.603584852,0.606105095,0.608846482,0.611651481,0.614350155,0.585252013,0.556444287,0.552629212,0.547245573,0.543002105,0.539480608,0.539503681,0.535874208,6.5,6.5,6.5,6.406,6.312,6.218,6.124,6.03,5.944,5.858,5.772,5.686,5.6,5.5,5.4,5.3,5.2,5.1,5.02,4.94,4.86,4.78,4.7,4.6,4.5,4.4,4.3,4.2,4.100101,4.002579,3.907376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,0.867326385,0.867630046,0.868812676,0.870113073,0.872394825,0.874413041,0.875823816,0.878150421,0.880391958,0.884167984,0.884478736,0.88733889,0.88990115,0.890458135,0.895743829,0.89482699,0.894567091,0.900569263,0.904612476,0.914769346,0.922229767,0.929254776,0.936968516,0.944909709,0.952970186,0.954900267,0.955609451,0.957701957,0.959216607,0.947406741,0.947452278,1.779,1.689,1.644,1.601,1.657,1.68,1.63,1.65,1.61,1.66,1.74,1.79,1.9,1.975,2.02,2.13,2.11,2.09,2,1.88,1.73,1.6,1.52,1.5,1.5,1.54,1.57,1.65,1.71,1.75,1.77,,1.915412482,1.902851206,1.917300469,2.013589287,1.999693861,1.90468923,1.951407188,1.873020274,1.940507253,1.951220474,2.010355724,2.0705608,2.136994245,2.320198603,2.295826397,2.281931479,2.26202625,2.161035288,2.136348398,1.984843168,1.893076475,1.787516036,1.746963896,1.791254211,1.812143789,1.829481183,1.954751232,1.971472718,1.888096913,1.879214257,0,0.21,0.13,0.13,0.19,0.14,0.14,0.16,0.22,0.19,0.09,0.07,0.11,0,0.05,0.01,0.2,0.21,0.24,0.15,0.09,0.18,0.11,0.28,0.14,0.01,0.27,0.1,0.23,0.15,0.04
Switzerland,0.878232286,0.878625962,0.882645448,0.882502899,0.885298021,0.888044279,0.890012303,0.890838284,0.890874552,0.895596799,0.897971597,0.899540869,0.901543743,0.90329614,0.906196497,0.90673559,0.90705983,0.909135067,0.911102569,0.913766949,0.915028885,0.918770775,0.921782264,0.925555553,0.928463031,0.930803866,0.933341833,0.933910428,0.935615667,0.940510412,0.942285093,1.598,1.531,1.521,1.493,1.505,1.55,1.55,1.56,1.51,1.52,1.51,1.52,1.55,1.57,1.56,1.59,1.58,1.58,1.51,1.49,1.47,1.5,1.48,1.46,1.48,1.5,1.41,1.4,1.41,1.42,1.42,1.598,1.531,1.521,1.493,1.505,1.55,1.55,1.56,1.51,1.52,1.51,1.52,1.55,1.57,1.56,1.59,1.58,1.673579231,1.651061503,1.649852288,1.623625264,1.649333872,1.571535338,1.531474207,1.62338199,1.749754251,1.681202981,1.632172975,1.658247412,1.546379848,1.546752547,0,0.17,0.23,0.17,0.04,0.02,0.06,0.15,0.13,0.2,0.18,0.17,0.19,0.08,0.11,0.01,0.03,0.13,0.09,0.12,0.11,0.12,0.13,0.11,0.07,0.16,0.17,0.06,0.21,0.21,0.18
Syria,0.62730554,0.631201976,0.628587483,0.634874439,0.638444663,0.646271918,0.652804903,0.655421142,0.656811349,0.655121318,0.659089033,0.656976656,0.6587821,0.666424596,0.661993261,0.666965896,0.672161571,0.679929169,0.68330081,0.68799463,0.691706424,0.694709028,0.696317932,0.699721485,0.697706864,0.700568188,0.705306407,0.709517416,0.718176486,0.720235883,0.724798579,7.45,7.45,7.45,7.41,7.37,7.33,7.29,7.25,7.03,6.81,6.59,6.37,6.15,5.842,5.534,5.226,4.918,4.61,4.478,4.346,4.214,4.082,3.95,3.8542,3.7584,3.6626,3.5668,3.471,3.3926,3.3142,3.2358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,0.691297629,0.692394831,0.690872655,0.695810109,0.689908498,0.687964474,0.682469568,0.660830534,0.649256356,0.634388931,0.625502818,0.613823453,0.613263694,0.614654593,0.615224606,0.619629572,0.624692809,0.630718513,0.638591335,0.645152692,0.649758447,5.897,5.897,5.897,5.8262,5.7554,5.6846,5.6138,5.543,5.5156,5.4882,5.4608,5.4334,5.406,5.3002,5.1944,5.0886,4.9828,4.877,4.7596,4.6422,4.5248,4.4074,4.29,4.193,4.096,3.999,3.902,3.805,3.7138,3.6226,3.5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,,,,,,,,,,,,,,0.411494502,0.410684814,0.411566419,0.409752486,0.406956702,0.402475614,0.398278362,0.395287813,0.392948153,0.39016734,0.389978599,0.389697405,0.390994633,0.394561641,0.401881477,0.406838514,0.412052831,0.416887205,6.73,6.73,6.73,6.694,6.658,6.622,6.586,6.55,6.512,6.474,6.436,6.398,6.36,6.268,6.176,6.084,5.992,5.9,5.816,5.732,5.648,5.564,5.48,5.516666667,5.553333333,5.59,5.626666667,5.663333333,5.7,5.45,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,0.642604266,0.646198773,0.650080576,0.656316702,0.660074041,0.663801002,0.667991775,0.671958577,0.676510959,0.681185534,0.685295471,0.689891581,0.696569852,0.704390702,0.711693177,0.718511049,0.724031012,0.730299536,0.735234235,0.740577947,0.746084344,0.749900943,0.749792111,0.744764533,0.748356112,0.75313018,0.75693644,0.761652298,0.767507299,0.774381957,0.780797463,3.96,3.96,3.96,3.778,3.596,3.414,3.232,3.05,2.922,2.794,2.666,2.538,2.41,2.348,2.286,2.224,2.162,2.1,2.07,2.04,2.01,1.98,1.95,1.9456,1.9412,1.9368,1.9324,1.928,1.9156,1.9032,1.8908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,0.473858109,0.471393236,0.473834754,0.481233374,0.479702562,0.488499441,0.487646305,0.486480402,0.482860718,0.485352762,0.48791309,0.488404962,0.488356427,0.490830065,0.492059116,0.491069508,0.489977336,0.488374431,0.476761728,0.481912501,0.483316251,0.485025826,0.489351884,0.48578958,0.484952537,0.479144232,0.477130494,0.47756721,0.479195043,0.481145671,0.482284349,7.1,7.1,7.1,7.0602,7.0204,6.9806,6.9408,6.901,6.8392,6.7774,6.7156,6.6538,6.592,6.5136,6.4352,6.3568,6.2784,6.2,6.12,6.04,5.96,5.88,5.8,5.7134,5.6268,5.5402,5.4536,5.367,5.2538,5.1406,5.0274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,0.748560484,0.7530637,0.756231166,0.759201418,0.764478293,0.767054098,0.769836292,0.769352782,0.77009343,0.769512809,0.773604245,0.774475513,0.777372485,0.780895653,0.784128691,0.784876614,0.783809007,0.786467538,0.788537617,0.792300421,0.794215569,0.798600526,0.806486526,0.801859983,0.803943209,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.364,5.228,5.092,4.956,4.82,4.756,4.692,4.628,4.564,4.5,4.4024,4.3048,4.2072,4.1096,4.012,3.9166,3.8212,3.7258,3.6304,3.535,3.4612,3.3874,3.3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,0.763037938,0.765903754,0.770098481,0.776479536,0.779435014,0.785848294,0.789163446,0.792122858,0.787399758,0.784866205,0.783466582,0.782757253,0.781478103,0.778986784,0.778271954,0.778799261,0.779894631,0.778797995,0.777264165,0.778516195,0.780311157,0.782164355,0.783396644,0.786637366,0.788122028,0.790485963,0.791362331,0.792274389,0.802594076,0.808783063,0.811318689,3.4,3.4,3.4,3.364,3.328,3.292,3.256,3.22,3.136,3.052,2.968,2.884,2.8,2.66,2.52,2.38,2.24,2.1,2.01,1.92,1.83,1.74,1.65,1.642,1.634,1.626,1.618,1.61,1.61,1.61,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,0.621990402,0.624921373,0.625377848,0.630856451,0.636383816,0.642374756,0.64738468,0.649147803,0.653029726,0.657815592,0.661950378,0.662159863,0.667132346,0.673599719,0.681516881,0.692086091,0.694221668,0.700364166,0.702184357,0.705745588,0.710086896,0.715940971,0.721777618,0.726209767,0.732962575,0.736783423,0.741476837,0.743232501,0.746557725,0.752927164,0.756884226,5.66,5.66,5.66,5.504,5.348,5.192,5.036,4.88,4.692,4.504,4.316,4.128,3.94,3.792,3.644,3.496,3.348,3.2,3.05,2.9,2.67,2.51,2.38,2.23,2.09,2.08,2.05,2,2.06,2.02,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,0.630133849,0.634450693,0.635171718,0.637162802,0.637931959,0.637588864,0.641188639,0.644028159,0.647569951,0.652027621,0.655214658,0.661401122,0.668913218,0.673557312,0.677174214,0.685529027,0.688468262,0.695266196,0.70316319,0.703638059,0.711396759,0.718784136,0.72646936,0.732098752,0.733643674,0.745105171,0.743702142,0.751815655,0.757514147,0.761944861,0.765368544,4.51,4.51,4.51,4.428,4.346,4.264,4.182,4.1,3.996666667,3.893333333,3.79,3.66,3.53,3.4,3.2,3,2.91,2.88,2.82,2.84,2.8,2.76,2.72,2.67,2.62,2.57,2.52,2.46,2.2,2.21,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,,,,,,,,0.412178732,0.412259845,0.408969375,0.40390829,0.400838877,0.399647014,0.396275914,0.391955072,0.387766474,0.383169127,0.382225609,0.388491086,0.393806754,0.401773909,0.408541006,0.413270886,0.42357483,0.435490182,0.446541525,0.455128782,0.465982455,0.472805761,0.476596176,0.481647704,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.2,7.3,7.2,7.1,7.1,7.033333333,6.966666667,6.9,7,7.1,7.05,7,6.95,6.9,7.1,7.1,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,,,,,,,,,,,,,0.808122982,0.809299612,0.811372597,0.805362025,0.793366169,0.788541334,0.775428611,0.762195279,0.752207022,0.74892608,0.748664147,0.752843792,0.75552154,0.758088,0.769204195,0.776373944,0.784084868,0.781440065,0.786282807,2.02,1.99,1.94,1.96,1.96,1.95,1.93,1.98,2.08,2.09,2.06,2.08,2.05,2.02,1.92,1.848,1.81,1.72,1.6,1.5,1.4,1.3,1.3,1.2,1.2,1.1,1.1,1.1,1.2,1.2,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.19,0.11,0.18,0.16,0.18
United Arab Emirates,0.817956737,0.816035793,0.81546614,0.808268125,0.816288461,0.826575318,0.829323179,0.824119089,0.820565882,0.822592687,0.816772921,0.806278258,0.809159553,0.807751288,0.814754971,0.82368816,0.823736804,0.825191243,0.824348642,0.827961275,0.832363095,0.8387145,0.84360864,0.846172892,0.848446863,0.849987907,0.854851569,0.853718887,0.857498601,0.860531336,0.862706234,5.658,5.658,5.658,5.572,5.486,5.4,5.314,5.228,5.1474,5.0668,4.9862,4.9056,4.825,4.635,4.445,4.255,4.065,3.875,3.713,3.551,3.389,3.227,3.065,2.9588,2.8526,2.7464,2.6402,2.534,2.4992,2.4644,2.4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,0.848680561,0.850449131,0.854314414,0.855859497,0.857832902,0.858806511,0.859926827,0.861856462,0.864841617,0.868349817,0.869290863,0.872949189,0.877221678,0.880332809,0.882448648,0.88431071,0.884496173,0.888136673,0.890756593,0.897511548,0.900408378,0.904886537,0.909589952,0.91350237,0.917556854,0.919037476,0.920134721,0.922782392,0.928146431,0.933634335,0.935541352,1.81,1.74,1.69,1.75,1.86,1.89,1.81,1.78,1.77,1.77,1.8,1.78,1.82,1.83,1.8,1.83,1.82,1.79,1.82,1.74,1.71,1.72,1.72,1.71,1.68,1.64,1.63,1.64,1.71,1.77,1.8,1.81,1.74,1.69,1.75,1.86,1.89,1.81,1.78,1.77,1.77,1.8,1.78,1.82,1.83,1.8,1.83,1.82,1.79,1.82,1.74,1.66915107,1.633785381,1.643639611,1.708029028,1.789144012,1.804028518,1.821435352,1.844645783,1.945011235,1.882918952,1.91539413,0,0.16,0.16,0.11,0.06,0.03,0.13,0.04,0.14,0.08,0.03,0.07,0.12,0,0.1,0.09,0.08,0.15,0.07,0.21,0.06,-0.02,0.08,0.09,0.09,0.11,0.1,0.19,0.2,0.2,0.2
USA,0.877182218,0.880964605,0.885161003,0.888166802,0.891788568,0.890307335,0.89308547,0.893410439,0.89592786,0.899868682,0.901613644,0.90326046,0.905433261,0.907175826,0.909977263,0.911470686,0.911459184,0.914077281,0.913612523,0.916034532,0.917059079,0.920567399,0.92312443,0.927355528,0.931122108,0.930880016,0.931471575,0.935729797,0.937478501,0.940563399,0.943521893,1.774,1.738,1.79,1.76,1.808,1.8395,1.812,1.8275,1.799,1.8065,1.844,1.8375,1.872,1.934,2.014,2.081,2.0625,2.046,2.0195,2.0015,1.978,1.976,1.971,1.999,2.0075,2.056,2.034,2.013,2.029,2.045,2.054,1.98775211,1.957974445,1.987918475,1.95933109,1.968868416,2.048629168,2.029583335,2.014649086,2.024190304,1.972211454,1.974484406,1.996821888,1.989011962,1.957005483,2.04444519,2.117662796,2.073076183,2.139022164,2.228260576,2.252339292,2.248459957,2.241897439,2.216713017,2.259523539,2.390525828,2.356270806,2.28707079,2.338713137,2.26269401,2.104173226,2.023031507,0,0.19,0.13,0.16,0.11,0.09,0.16,0.1,0.12,0.12,0.08,0.09,0.12,0.05,0,0.03,0.01,0,0.02,0.11,0.12,0.11,0.11,0.11,0.14,0.23,0.12,0.14,0.2,0.02,-0.07
Uruguay,0.771330315,0.7732582,0.773757622,0.777804192,0.782264662,0.786547263,0.788543757,0.783970308,0.778856394,0.779136929,0.780867543,0.786771634,0.792260423,0.793952076,0.795429486,0.796449672,0.799227039,0.805035862,0.80790476,0.813217399,0.813803168,0.818331757,0.822200221,0.826715307,0.826693774,0.832159245,0.830909484,0.826546082,0.829390369,0.836922126,0.842576831,2.89,2.89,2.89,2.826,2.762,2.698,2.634,2.57,2.562,2.554,2.546,2.538,2.53,2.522,2.514,2.506,2.498,2.49,2.526666667,2.563333333,2.6,2.5,2.4,2.38,2.25,2.19,2.14,2.15,2.1,2.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,0.583172018,0.578264018,0.582469399,0.590116172,0.594177755,0.603466634,0.600845131,0.595746082,0.59998808,0.600922121,0.603791513,0.604823079,0.612701352,0.617351028,0.622634126,0.629840497,0.632056466,0.63581143,0.639590261,0.643466218,0.644204088,0.649243061,0.649463273,0.648594462,0.653014997,0.656688465,0.661077801,5.75,5.75,5.75,5.68,5.61,5.54,5.47,5.4,5.328,5.256,5.184,5.112,5.04,4.998,4.956,4.914,4.872,4.83,4.782,4.734,4.686,4.638,4.59,4.5026,4.4152,4.3278,4.2404,4.153,4.0598,3.9666,3.8734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,0.734042759,0.736226027,0.737649981,0.738236735,0.738031524,0.734985438,0.734267031,0.732644654,0.730834193,0.732013146,0.732558318,0.736557057,0.739052334,0.742167991,0.737188124,0.740710398,0.74660165,0.75180818,0.752812319,0.754108452,0.757206762,0.758974651,0.764205721,0.766025211,0.764139048,0.769759828,0.776421411,0.775579315,0.77162073,0.782854908,0.789306682,4.47,4.47,4.47,4.368,4.266,4.164,4.062,3.96,3.898,3.836,3.774,3.712,3.65,3.578,3.506,3.434,3.362,3.29,3.228,3.166,3.104,3.042,2.98,2.9,2.85,2.83,2.79,2.76,2.72,2.69,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,0.58185489,0.585086411,0.587603312,0.590469409,0.594461485,0.599654494,0.604359687,0.609560384,0.618039293,0.626371723,0.635139431,0.644306715,0.653375388,0.661971707,0.66852839,0.674618717,0.680019184,0.684721733,0.689793372,0.694977536,0.702192789,0.707335177,5.59,5.59,5.59,5.384,5.178,4.972,4.766,4.56,4.439,4.318,4.197,4.076,3.955,3.8775,3.8,3.616667,3.4333335,3.25,3.056666667,2.863333333,2.67,2.535,2.4,2.233333333,2.066666667,1.9,1.885,1.87,1.839893333,1.809786667,1.77968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,0.398504241,0.400053346,0.405253987,0.407510181,0.408889648,0.419212415,0.426909932,0.43578906,0.444611467,0.45149413,0.460921854,0.470333307,0.478390036,0.485940541,0.493961022,0.497338647,8.5,8.5,8.5,8.54,8.58,8.62,8.66,8.7,8.62,8.54,8.46,8.38,8.3,8.16,8.02,7.88,7.74,7.6,7.4554,7.3108,7.1662,7.0216,6.877,6.7416,6.6062,6.4708,6.3354,6.2,6.0908,5.9816,5.8724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,0.480732689,0.482224737,0.477819407,0.476170569,0.472501844,0.472178788,0.473497157,0.469886662,0.464427202,0.459885843,0.456432101,0.452497099,0.449645115,0.444756216,0.435961468,0.427539581,0.420181686,0.411017349,0.40772757,0.395803045,0.387337864,0.384228299,0.379221622,0.375353251,0.373819275,0.374173764,0.375011966,0.376803497,0.384188445,0.391751111,0.401002085,7.21,7.21,7.21,7.153,7.096,7.039,6.982,6.925,6.8726,6.8202,6.7678,6.7154,6.663,6.6004,6.5378,6.4752,6.4126,6.35,6.2864,6.2228,6.1592,6.0956,6.032,5.988,5.944,5.9,5.7755,5.651,5.567333333,5.483666667,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,0.611591271,0.610062808,0.604377367,0.604085822,0.607036615,0.615544567,0.622994849,0.625239423,0.625368319,0.623559105,0.626604299,0.62712449,0.62718689,0.623474886,0.618662065,0.614938462,0.610607567,0.597451018,0.583030604,0.57306507,0.55838363,0.549203906,0.536113032,0.530053444,0.520460761,0.509076795,0.502459424,0.490648956,0.483588263,0.482295194,0.479046034,7.3,7.3,7.3,7.188,7.076,6.964,6.852,6.74,6.5426,6.3452,6.1478,5.9504,5.753,5.5584,5.3638,5.1692,4.9746,4.78,4.6348,4.4896,4.3444,4.1992,4.054,3.9558,3.8576,3.7594,3.6612,3.563,3.4876,3.4122,3.3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
